"Codi_expedient","Codi_districte","Nom_districte","Codi_barri","Nom_barri","Codi_carrer","Nom_carrer","Num_postal ","Dia_setmana","ID_Dia_setmana","Tipus_dia","Any","Mes","Nom_mes","Dia_de_mes","Hora_de_dia","Torn","Tipus_accident","Coordenada_UTM_X","Coordenada_UTM_Y","Longitud","Latitud"
"2018S004207    ",2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",349706,"Comte d'Urgell / Rosselló                         ","0202 0202","Dijous","Dj","Laboral","2018",5,"Maig","31","12","Matí","Atropellament","429101.84","4582400.97","2.150542","41.388185"
"2018S004208    ",2,"Eixample",7,"la Dreta de l'Eixample",49509,"Bruc / Diagonal                                   ","0139 0139","Dijous","Dj","Laboral","2018",5,"Maig","31","12","Matí","Abast","430292.71","4583436.46","2.16483","41.397857"
"2018S004209    ",2,"Eixample",7,"la Dreta de l'Eixample",144601,"Diagonal                                          ","0407B0407B","Dijous","Dj","Laboral","2018",5,"Maig","31","09","Matí","Caiguda interior vehicle","429494.39","4583176.03","2.155701","41.395324"
"2018S004210    ",2,"Eixample",6,"la Sagrada Família",238400,"Aragó / Padilla                                   ","0198 0198","Dijous","Dj","Laboral","2018",5,"Maig","31","11","Matí","Col.lisió lateral","431582.92","4584068.88","2.180009","41.403541"
"2018S004211    ",7,"Horta-Guinardó",34,"Can Baró",339600,"Torre Dulac / Tenerife                            ","0009 0009","Dijous","Dj","Laboral","2018",5,"Maig","31","09","Matí","Atropellament","430219.36","4585513.93","2.164308","41.416237"
"2018S004212    ",2,"Eixample",6,"la Sagrada Família",350308,"València / Lepant                                 ","0470 0470","Dijous","Dj","Laboral","2018",5,"Maig","31","14","Tarda","Col.lisió lateral","431361.73","4584065.85","2.177825","41.403574"
"2018S004213    ",3,"Sants-Montjuïc",12,"la Marina del Prat Vermell",222206,"Motors                                            ","0127 0127","Dijous","Dj","Laboral","2018",5,"Maig","31","15","Tarda","Abast","428447.83","4578241.12","2.146105","41.35111"
"2018S004214    ",6,"Gràcia",28,"Vallcarca i els Penitents",230000,"Rubens / Mare de Déu del Coll                     ","0015 0015","Dijous","Dj","Laboral","2018",5,"Maig","31","16","Tarda","Col.lisió fronto-lateral","428602.57","4585288.28","2.144678","41.414146"
"2018S004215    ",1,"Ciutat Vella",3,"la Barceloneta",700813,"Litoral (Llobregat)                               ","9998 9998","Dijous","Dj","Laboral","2018",5,"Maig","31","17","Tarda","Col.lisió lateral","432101.12","4581726.18","2.20493","41.444642"
"2018S004216    ",4,"Les Corts",21,"Pedralbes",115400,"B-20 (Besòs)                                      ","0024 0024","Dijous","Dj","Laboral","2018",5,"Maig","31","17","Tarda","Abast multiple","425330.62","4582237.03","2.10295","41.383627"
"2018S004217    ",2,"Eixample",9,"la Nova Esquerra de l'Eixample",100800,"Diputació / Comte Borrell                         ","0119 0121","Dissabte","Ds","Laboral","2018",3,"Març","10","05","Nit","Col.lisió lateral","429566.14","4581778.36","2.156193","41.382233"
"2018S004217    ",2,"Eixample",9,"la Nova Esquerra de l'Eixample",100800,"Diputació / Comte Borrell                         ","0119 0121","Dissabte","Ds","Laboral","2018",3,"Març","10","05","Nit","Xoc contra element estàtic","429566.14","4581778.36","2.156193","41.382233"
"2018S004218    ",3,"Sants-Montjuïc",12,"la Marina del Prat Vermell",701498,"Litoral (Besòs)                                   ","001280000","Dijous","Dj","Laboral","2018",5,"Maig","31","14","Tarda","Col.lisió lateral","430450.50","4579358.49","2.165611","41.359692"
"2018S004219    ",9,"Sant Andreu",63,"Navas",121402,"Olesa / Felip II                                  ","0135B0135B","Dijous","Dj","Laboral","2018",5,"Maig","31","17","Tarda","Col.lisió lateral","431921.59","4586165.34","2.184529","41.422214"
"2018S004220    ",2,"Eixample",6,"la Sagrada Família",178308,"Lepant                                            ","0329 0329","Dijous","Dj","Laboral","2018",5,"Maig","31","18","Tarda","Caiguda (dues rodes)","430931.72","4584521.56","2.17252","41.407429"
"2018S004221    ",2,"Eixample",5,"el Fort Pienc",325005,"Aragó                                             ","0191 0191","Dijous","Dj","Laboral","2018",5,"Maig","31","17","Tarda","Abast","431144.73","4583713.96","2.175895","41.400252"
"2018S004222    ",2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",70607,"Casanova / Mallorca                               ","0130 0132","Dijous","Dj","Laboral","2018",5,"Maig","31","19","Tarda","Abast","429448.05","4582424.59","2.155072","41.388187"
"2018S004223    ",9,"Sant Andreu",63,"Navas",191204,"Mallorca                                          ","0669 0669","Dijous","Dj","Laboral","2018",5,"Maig","31","17","Tarda","Abast","432452.03","4585351.90","2.190615","41.415037"
"2018S004224    ",2,"Eixample",7,"la Dreta de l'Eixample",247659,"Pau Claris / Diputació                            ","0107 0107","Dijous","Dj","Laboral","2018",5,"Maig","31","20","Tarda","Caiguda (dues rodes)","430561.88","4582778.28","2.168636","41.39157"
"2018S004225    ",2,"Eixample",6,"la Sagrada Família",18505,"Pablo Neruda                                      ","0421 0421","Dijous","Dj","Laboral","2018",5,"Maig","31","18","Tarda","Abast","431290.22","4583841.89","2.177753","41.401456"
"2018S004226    ",2,"Eixample",7,"la Dreta de l'Eixample",176801,"Roger de Llúria / Aragó                           ","0061 0063","Dijous","Dj","Laboral","2018",5,"Maig","31","17","Tarda","Col.lisió lateral","430515.65","4583017.64","2.167508","41.39414"
"2018S004227    ",2,"Eixample",9,"la Nova Esquerra de l'Eixample",18505,"Aragó                                             ","0131 0131","Dijous","Dj","Laboral","2018",5,"Maig","31","21","Tarda","Atropellament","429374.94","4581965.02","2.15452","41.384236"
"2018S004228    ",5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany",348408,"Tuset                                             ","0019 0019","Dijous","Dj","Laboral","2018",5,"Maig","31","23","Nit","Caiguda (dues rodes)","429156.35","4583290.22","2.151425","41.396184"
"2018S004229    ",1,"Ciutat Vella",3,"la Barceloneta",207009,"Litoral (Besòs)                                   ","0013 0015","Dijous","Dj","Laboral","2018",5,"Maig","31","20","Tarda","Abast","432254.13","4581785.61","2.189016","41.383396"
"2018S004230    ",9,"Sant Andreu",60,"Sant Andreu",700987,"Santa Coloma                                      ","0001 0001","Divendres","Dv","Laboral","2018",6,"Juny","1","01","Nit","Abast","432625.37","4588801.74","2.193517","41.446519"
"2018S004231    ",10,"Sant Martí",65,"el Clot",169409,"Badajoz / Glòries Catalanes                       ","0823 0823","Dijous","Dj","Laboral","2018",5,"Maig","31","23","Nit","Abast","432229.70","4584197.87","2.188682","41.403765"
"2018S004232    ",4,"Les Corts",19,"les Corts",231502,"Numància                                          ","0075 0075","Divendres","Dv","Laboral","2018",6,"Juny","1","07","Matí","Col.lisió lateral","427977.82","4582005.76","2.137857","41.384148"
"2018S004233    ",3,"Sants-Montjuïc",12,"la Marina del Prat Vermell",180,"A Zona Franca                                     ","0081 0081","Divendres","Dv","Laboral","2018",6,"Juny","1","07","Matí","Caiguda (dues rodes)","428399.24","4577114.95","2.145356","41.343094"
"2018S004234    ",2,"Eixample",5,"el Fort Pienc",169409,"Corts Catalanes                                   ","0822 0822","Divendres","Dv","Laboral","2018",6,"Juny","1","08","Matí","Abast","431907.68","4583810.57","2.184363","41.401174"
"2018S004235    ",3,"Sants-Montjuïc",11,"el Poble-sec",701266,"Litoral (Llobregat)                               ","001310000","Divendres","Dv","Laboral","2018",6,"Juny","1","08","Matí","Abast","430441.60","4579368.55","2.168121","41.361562"
"2018S004236    ",2,"Eixample",7,"la Dreta de l'Eixample",247659,"Pau Claris                                        ","0168 0168","Divendres","Dv","Laboral","2018",6,"Juny","1","10","Matí","Altres","430194.01","4583186.77","2.163849","41.395343"
"2018S004237    ",10,"Sant Martí",65,"el Clot",1604,"Meridiana / Aragó                                 ","0016 0016","Divendres","Dv","Laboral","2018",6,"Juny","1","11","Matí","Col.lisió lateral","432170.35","4584619.76","2.186855","41.408523"
"2018S004238    ",2,"Eixample",6,"la Sagrada Família",191204,"Mallorca / Font                                   ","0408 0408","Divendres","Dv","Laboral","2018",6,"Juny","1","09","Matí","Col.lisió fronto-lateral","431117.04","4584015.13","2.174792","41.403005"
"2018S004239    ",2,"Eixample",6,"la Sagrada Família",191204,"Mallorca / Lepant                                 ","0419B0419B","Divendres","Dv","Laboral","2018",6,"Juny","1","11","Matí","Col.lisió lateral","431282.35","4584211.38","2.176692","41.40444"
"2018S004240    ",4,"Les Corts",21,"Pedralbes",244300,"Diagonal / Pius XII                               ","9998 9998","Divendres","Dv","Laboral","2018",6,"Juny","1","11","Matí","Abast","426739.43","4582321.92","2.123275","41.387282"
"2018S004241    ",2,"Eixample",7,"la Dreta de l'Eixample",144601,"València / Diagonal                               ","9995 9995","Divendres","Dv","Laboral","2018",6,"Juny","1","11","Matí","Abast multiple","430890.39","4583638.25","2.17317","41.400095"
"2018S004242    ",7,"Horta-Guinardó",39,"Sant Genís dels Agudells",184005,"Lledoner                                          ","0010 0010","Divendres","Dv","Laboral","2018",6,"Juny","1","12","Matí","Atropellament","428136.51","4586529.83","2.138842","41.425272"
"2018S004243    ",2,"Eixample",7,"la Dreta de l'Eixample",350308,"València / Roger de Flor                          ","0372 0374","Divendres","Dv","Laboral","2018",6,"Juny","1","12","Matí","Xoc contra element estàtic","430913.72","4583629.62","2.172042","41.399254"
"2018S004244    ",2,"Eixample",9,"la Nova Esquerra de l'Eixample",89004,"Consell de Cent / Comte d'Urgell                  ","0189 0189","Divendres","Dv","Laboral","2018",6,"Juny","1","09","Matí","Atropellament","429512.33","4581912.96","2.156188","41.383929"
"2018S004245    ",2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",363809,"Aragó / Villarroel                                ","0117 0117","Divendres","Dv","Laboral","2018",6,"Juny","1","13","Matí","Abast","429523.46","4582120.52","2.156205","41.385633"
"2018S004246    ",8,"Nou Barris",44,"Vilapicina i la Torre Llobeta",119003,"Fabra i Puig                                      ","0171 0171","Divendres","Dv","Laboral","2018",6,"Juny","1","13","Matí","Atropellament","431413.19","4587038.65","2.177994","41.430141"
"2018S004247    ",2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",18505,"Aragó                                             ","0218 0218","Divendres","Dv","Laboral","2018",6,"Juny","1","14","Tarda","Abast","429870.90","4582412.94","2.159779","41.388533"
"2018S004248    ",2,"Eixample",6,"la Sagrada Família",191204,"Mallorca / Lepant                                 ","0419B0419B","Divendres","Dv","Laboral","2018",6,"Juny","1","14","Tarda","Col.lisió lateral","431282.35","4584211.38","2.176692","41.40444"
"2018S004249    ",9,"Sant Andreu",60,"Sant Andreu",242509,"Palomar / Torras i Bages                          ","0005 0005","Divendres","Dv","Laboral","2018",6,"Juny","1","14","Tarda","Col.lisió fronto-lateral","432468.31","4588377.01","2.190828","41.442138"
"2018S004250    ",5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova",701629,"Dalt (Besòs)                                      ","0030U0030U","Divendres","Dv","Laboral","2018",6,"Juny","1","14","Tarda","Col.lisió lateral","427498.63","4585262.95","2.131426","41.414127"
"2018S004251    ",2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",70607,"Casanova / Londres                                ","0189 0189","Divendres","Dv","Laboral","2018",6,"Juny","1","16","Tarda","Col.lisió fronto-lateral","428956.86","4582892.38","2.14942","41.392464"
"2018S004252    ",4,"Les Corts",21,"Pedralbes",115400,"Esplugues / Abadessa Olzet                        ","0103B0103B","Divendres","Dv","Laboral","2018",6,"Juny","1","15","Tarda","Atropellament","425833.48","4582963.53","2.111693","41.392637"
"2018S004254    ",2,"Eixample",10,"Sant Antoni",349706,"Comte d'Urgell / Tamarit                          ","0003 0003","Divendres","Dv","Laboral","2018",6,"Juny","1","15","Tarda","Atropellament","429994.85","4581438.77","2.162084","41.379479"
"2018S004255    ",9,"Sant Andreu",60,"Sant Andreu",306,"Abat Odó                                          ","0026 0026","Divendres","Dv","Laboral","2018",6,"Juny","1","11","Matí","Xoc contra element estàtic","432243.58","4587273.76","2.187837","41.432334"
"2018S004256    ",7,"Horta-Guinardó",37,"el Carmel",19100,"Arbós                                             ","0030 0030","Dimarts","Dm","Laboral","2018",5,"Maig","29","13","Matí","Atropellament","429680.00","4586096.92","2.157362","41.421509"
"2018S004257    ",5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany",248403,"Prats de Molló / Modolell                         ","0008 0008","Divendres","Dv","Laboral","2018",6,"Juny","1","16","Tarda","Atropellament","427969.63","4583869.51","2.136969","41.401398"
"2018S004258    ",9,"Sant Andreu",63,"Navas",297001,"Sant Antoni Maria Claret / Biscaia                ","0428 0434","Divendres","Dv","Laboral","2018",6,"Juny","1","18","Tarda","Atropellament","431943.83","4585747.79","2.184508","41.418776"
"2018S004259    ",2,"Eixample",7,"la Dreta de l'Eixample",222002,"Mossèn Jacint Verdaguer                           ","9999 9999","Divendres","Dv","Laboral","2018",6,"Juny","1","18","Tarda","Abast","430706.38","4583594.24","2.16993","41.399058"
"2018S004260    ",2,"Eixample",9,"la Nova Esquerra de l'Eixample",18505,"Comte d'Urgell / Aragó                            ","0124 0124","Divendres","Dv","Laboral","2018",6,"Juny","1","18","Tarda","Col.lisió fronto-lateral","429437.14","4581993.24","2.155059","41.384771"
"2018S004261    ",10,"Sant Martí",65,"el Clot",161101,"Independència / Consell de Cent                   ","0239 0239","Divendres","Dv","Laboral","2018",6,"Juny","1","20","Tarda","Atropellament","432036.77","4584333.52","2.185657","41.406065"
"2018S004262    ",5,"Sarrià-Sant Gervasi",23,"Sarrià",700969,"Dalt (Besòs)                                      ","0010 0010","Divendres","Dv","Laboral","2018",6,"Juny","1","20","Tarda","Col.lisió lateral","425967.88","4583597.41","2.115867","41.402925"
"2018S004263    ",2,"Eixample",10,"Sant Antoni",110803,"Entença                                           ","0051 0051","Divendres","Dv","Laboral","2018",6,"Juny","1","18","Tarda","Caiguda (dues rodes)","429281.47","4581220.08","2.153207","41.377517"
"2018S004264    ",10,"Sant Martí",67,"la Vila Olímpica del Poblenou",700654,"Voluntaris Olímpics                               ","9993 9993","Divendres","Dv","Laboral","2018",6,"Juny","1","20","Tarda","Col.lisió lateral","432911.50","4582301.09","2.196291","41.387687"
"2018S004265    ",6,"Gràcia",30,"la Salut",312207,"Sanllehy / Mare de Déu de Montserrat              ","9999 9999","Divendres","Dv","Laboral","2018",6,"Juny","1","23","Nit","Col.lisió fronto-lateral","429990.40","4585225.35","2.161244","41.413562"
"2018S004266    ",5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany",223606,"Muntaner / Rector Ubach                           ","0353 0353","Divendres","Dv","Laboral","2018",6,"Juny","1","23","Nit","Caiguda (dues rodes)","428513.06","4583538.41","2.143885","41.398353"
"2018S004267    ",2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",18505,"Aragó                                             ","0207 0207","Divendres","Dv","Laboral","2018",6,"Juny","1","16","Tarda","Col.lisió fronto-lateral","429846.46","4582434.03","2.159851","41.388588"
"2018S004268    ",2,"Eixample",7,"la Dreta de l'Eixample",144601,"Diagonal                                          ","0376 0378","Dissabte","Ds","Laboral","2018",6,"Juny","2","00","Nit","Col.lisió lateral","430637.37","4583606.65","2.169103","41.399164"
"2018S004269    ",2,"Eixample",6,"la Sagrada Família",350308,"València / Sardenya                               ","0416 0416","Dissabte","Ds","Laboral","2018",6,"Juny","2","04","Nit","Col.lisió fronto-lateral","431168.86","4583869.75","2.175441","41.401785"
