"Codi_expedient","Codi_districte","Nom_districte","Codi_barri","Nom_barri","Codi_carrer","Nom_carrer","Num_postal ","Dia_setmana","ID_Dia_setmana","Tipus_dia","Any","Mes","Nom_mes","Dia_de_mes","Hora_de_dia","Torn","Tipus_accident","Coordenada_UTM_X","Coordenada_UTM_Y","Longitud","Latitud"
"2018S004100    ",1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera",177101,"Laietana / Manresa                                ","0012 0012","Diumenge","Dg","Laboral","2018",5,"Maig","27","14","Tarda","Col.lisió fronto-lateral","431547.80","4581802.88","2.180002","41.383001"
"2018S004101    ",10,"Sant Martí",72,"Sant Martí de Provençals",60807,"Cantàbria                                         ","0025 0025","Diumenge","Dg","Laboral","2018",5,"Maig","27","15","Tarda","Altres","433409.88","4585789.08","2.202027","41.419055"
"2018S004102    ",3,"Sants-Montjuïc",11,"el Poble-sec",114000,"Espanya / Reina Maria Cristina                    ","9999 9999","Diumenge","Dg","Laboral","2018",5,"Maig","27","17","Tarda","Col.lisió fronto-lateral","428940.68","4580908.62","2.149394","41.374654"
"2018S004103    ",2,"Eixample",7,"la Dreta de l'Eixample",74506,"Catalunya / Mallorca                              ","0089 0089","Diumenge","Dg","Laboral","2018",5,"Maig","27","17","Tarda","Col.lisió fronto-lateral","429934.77","4582909.18","2.161147","41.39275"
"2018S004104    ",4,"Les Corts",20,"la Maternitat i Sant Ramon",144601,"Diagonal                                          ","0653 0659","Diumenge","Dg","Laboral","2018",5,"Maig","27","18","Tarda","Atropellament","425772.51","4581960.58","2.11495","41.385664"
"2018S004105    ",2,"Eixample",6,"la Sagrada Família",142355,"Mallorca / Marina                                 ","0008X0008X","Diumenge","Dg","Laboral","2018",5,"Maig","27","20","Tarda","Caiguda (dues rodes)","431184.03","4584121.21","2.175579","41.403618"
"2018S004105    ",2,"Eixample",6,"la Sagrada Família",142355,"Mallorca / Marina                                 ","0008X0008X","Diumenge","Dg","Laboral","2018",5,"Maig","27","20","Tarda","Atropellament","431184.03","4584121.21","2.175579","41.403618"
"2018S004106    ",5,"Sarrià-Sant Gervasi",22,"Vallvidrera, el Tibidabo i les Planes",243807,"Pantà                                             ","0016 0016","Diumenge","Dg","Laboral","2018",5,"Maig","27","18","Tarda","Xoc contra element estàtic","424716.07","4585746.98","2.09801","41.417907"
"2018S004107    ",2,"Eixample",5,"el Fort Pienc",197302,"Marina                                            ","0169 0175","Diumenge","Dg","Laboral","2018",5,"Maig","27","22","Nit","Abast","431599.81","4583608.29","2.180616","41.399261"
"2018S004108    ",2,"Eixample",7,"la Dreta de l'Eixample",169409,"Corts Catalanes / Roger de Llúria                 ","9997 9997","Diumenge","Dg","Laboral","2018",5,"Maig","27","22","Nit","Col.lisió fronto-lateral","430794.78","4582760.74","2.170988","41.391485"
"2018S004109    ",3,"Sants-Montjuïc",12,"la Marina del Prat Vermell",180,"A                                                 ","0097 0103","Dissabte","Ds","Laboral","2018",5,"Maig","26","14","Tarda","Xoc contra element estàtic","428542.67","4577415.00","2.144778","41.343214"
"2018S004110    ",9,"Sant Andreu",60,"Sant Andreu",119003,"Llenguadoc                                        ","0100 0100","Diumenge","Dg","Laboral","2018",5,"Maig","27","23","Nit","Col.lisió lateral","431953.81","4587051.20","2.185085","41.430383"
"2018S004111    ",2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",363809,"Villarroel / Consell de Cent                      ","0093 0093","Diumenge","Dg","Laboral","2018",5,"Maig","27","19","Tarda","Col.lisió lateral","429612.00","4582027.99","2.157334","41.384783"
"2018S004112    ",2,"Eixample",7,"la Dreta de l'Eixample",148307,"Gràcia                                            ","0042 0042","Dilluns","Dl","Laboral","2018",5,"Maig","28","06","Matí","Xoc contra element estàtic","430408.41","4582738.22","2.166465","41.391322"
"2018S004113    ",2,"Eixample",10,"Sant Antoni",349207,"Universitat / Ronda San Antonio                   ","0003 0003","Dilluns","Dl","Laboral","2018",5,"Maig","28","00","Nit","Col.lisió fronto-lateral","430158.99","4582044.36","2.163304","41.385245"
"2018S004114    ",3,"Sants-Montjuïc",18,"Sants",138802,"Madrid / Galileu                                  ","0181 0181","Dilluns","Dl","Laboral","2018",5,"Maig","28","08","Matí","Col.lisió fronto-lateral","427646.19","4581616.03","2.133546","41.381158"
"2018S004115    ",10,"Sant Martí",64,"el Camp de l'Arpa del Clot",297001,"Sant Antoni Maria Claret                          ","0272 0274","Dilluns","Dl","Laboral","2018",5,"Maig","28","09","Matí","Abast","431315.37","4585145.28","2.177039","41.41308"
"2018S004116    ",5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany",143904,"General Mitre / Balmes                            ","0164 0164","Dilluns","Dl","Laboral","2018",5,"Maig","28","09","Matí","Col.lisió lateral","428272.81","4584195.38","2.140721","41.40442"
"2018S004117    ",2,"Eixample",7,"la Dreta de l'Eixample",169409,"Corts Catalanes / Balmes                          ","0604 0604","Dilluns","Dl","Laboral","2018",5,"Maig","28","11","Matí","Col.lisió lateral","430308.02","4582245.25","2.165353","41.387244"
"2018S004118    ",10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou",143609,"Josep Pla                                         ","0002 0020","Dilluns","Dl","Laboral","2018",5,"Maig","28","10","Matí","Abast","434736.15","4584476.07","2.218038","41.407338"
"2018S004119    ",2,"Eixample",7,"la Dreta de l'Eixample",18505,"Aragó                                             ","0393 0393","Dilluns","Dl","Laboral","2018",5,"Maig","28","12","Matí","Atropellament","431042.70","4583608.15","2.173952","41.399212"
"2018S004120    ",7,"Horta-Guinardó",38,"la Teixonera",120603,"Fastenrath                                        ","0021B0021B","Dilluns","Dl","Laboral","2018",5,"Maig","28","10","Matí","Xoc contra element estàtic","428543.10","4586113.13","2.143824","41.421577"
"2018S004121    ",2,"Eixample",7,"la Dreta de l'Eixample",18505,"Aragó / Roger de Flor                             ","0375 0375","Dilluns","Dl","Laboral","2018",5,"Maig","28","11","Matí","Col.lisió lateral","430980.34","4583547.27","2.173183","41.398395"
"2018S004122    ",7,"Horta-Guinardó",41,"la Vall d'Hebron",701268,"Vall d'Hebron / Jordà                             ","0005S0000","Dilluns","Dl","Laboral","2018",5,"Maig","28","13","Matí","Atropellament","428446.73","4586497.93","2.14233","41.424787"
"2018S004123    ",1,"Ciutat Vella",3,"la Barceloneta",197903,"Marina                                            ","0042 0042","Dilluns","Dl","Laboral","2018",5,"Maig","28","09","Matí","Col.lisió fronto-lateral","433035.05","4582113.47","2.199211","41.385849"
"2018S004124    ",3,"Sants-Montjuïc",14,"la Font de la Guatlla",169409,"Corts Catalanes                                   ","0234 0234","Dilluns","Dl","Laboral","2018",5,"Maig","28","13","Matí","Abast multiple","428417.61","4580394.48","2.142695","41.370523"
"2018S004125    ",7,"Horta-Guinardó",33,"el Baix Guinardó",238400,"Padilla                                           ","0375 0375","Dissabte","Ds","Laboral","2018",5,"Maig","26","17","Tarda","Abast","430700.66","4584948.34","2.169926","41.411366"
"2018S004126    ",7,"Horta-Guinardó",41,"la Vall d'Hebron",41201,"Berruguete                                        ","0073 0073","Dilluns","Dl","Laboral","2018",5,"Maig","28","14","Tarda","Abast","428927.28","4587414.43","2.1482","41.433309"
"2018S004127    ",3,"Sants-Montjuïc",18,"Sants",312400,"Sants                                             ","0035 0035","Dilluns","Dl","Laboral","2018",5,"Maig","28","13","Matí","Abast","428074.74","4580975.07","2.138959","41.375233"
"2018S004128    ",4,"Les Corts",20,"la Maternitat i Sant Ramon",701434,"Carles III / Mejía Lequerica                      ","000220000","Dilluns","Dl","Laboral","2018",5,"Maig","28","18","Tarda","Col.lisió lateral","427126.78","4582034.41","2.127381","41.384733"
"2018S004129    ",2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",144601,"Diagonal                                          ","0463B0463B","Dilluns","Dl","Laboral","2018",5,"Maig","28","18","Tarda","Abast","428821.86","4582966.23","2.147908","41.393349"
"2018S004130    ",1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera",177101,"Antoni Maura / Laietana                           ","0036 0036","Dilluns","Dl","Laboral","2018",5,"Maig","28","17","Tarda","Col.lisió fronto-lateral","431259.08","4582114.77","2.176959","41.385301"
"2018S004131    ",2,"Eixample",9,"la Nova Esquerra de l'Eixample",361406,"Viladomat / Còrsega                               ","0271 0273","Dilluns","Dl","Laboral","2018",5,"Maig","28","19","Tarda","Col.lisió lateral","428759.56","4582326.06","2.14715","41.387342"
"2018S004132    ",9,"Sant Andreu",60,"Sant Andreu",209900,"Meridiana / Pintor Alsamora                       ","0444 0448","Dilluns","Dl","Laboral","2018",5,"Maig","28","16","Tarda","Col.lisió lateral","431902.54","4587438.40","2.183658","41.434136"
"2018S004133    ",5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova",701268,"Dalt (Besòs)                                      ","000790000","Dilluns","Dl","Laboral","2018",5,"Maig","28","20","Tarda","Abast","426719.86","4584525.75",2122,"41.407196"
"2018S004134    ",2,"Eixample",9,"la Nova Esquerra de l'Eixample",320704,"Sarrià                                            ","0043 0043","Dilluns","Dl","Laboral","2018",5,"Maig","28","19","Tarda","Abast","428532.69","4582644.29","2.144172","41.390292"
"2018S004135    ",6,"Gràcia",30,"la Salut",344000,"Dalt                                              ","0044 0044","Dilluns","Dl","Laboral","2018",5,"Maig","28","20","Tarda","Col.lisió lateral","429405.89","4584716.79","2.154243","41.409055"
"2018S004136    ",5,"Sarrià-Sant Gervasi",27,"el Putxet i el Farró",279600,"República Argentina                               ","0035 0035","Dilluns","Dl","Laboral","2018",5,"Maig","28","17","Tarda","Col.lisió lateral","428812.56","4584656.39","2.147152","41.408459"
"2018S004137    ",5,"Sarrià-Sant Gervasi",23,"Sarrià",701267,"Dalt (Besòs)                                      ","0009E0000","Dilluns","Dl","Laboral","2018",5,"Maig","28","20","Tarda","Abast","426149.95","4583992.47","2.11538","41.402238"
"2018S004138    ",8,"Nou Barris",52,"la Prosperitat",131600,"Formentera                                        ","0033 0033","Dilluns","Dl","Laboral","2018",5,"Maig","28","19","Tarda","Atropellament","431987.80","4588571.96","2.184712","41.44404"
"2018S004139    ",10,"Sant Martí",65,"el Clot",169409,"Corts Catalanes                                   ","0853 0853","Dilluns","Dl","Laboral","2018",5,"Maig","28","17","Tarda","Abast","432438.62","4584400.91","2.190129","41.406151"
"2018S004140    ",5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova",701103,"Alfonso Comín                                     ","0011 0012","Dimarts","Dm","Laboral","2018",5,"Maig","29","08","Matí","Col.lisió lateral","427928.60","4585364.41","2.13725","41.414222"
"2018S004141    ",9,"Sant Andreu",59,"el Bon Pastor",701265,"B-10 (Besòs)                                      ","000150000","Dimarts","Dm","Laboral","2018",5,"Maig","29","07","Matí","Abast","433925.28","4588192.74","2.206482","41.443236"
"2018S004141    ",9,"Sant Andreu",59,"el Bon Pastor",701265,"B-10 (Besòs)                                      ","000150000","Dimarts","Dm","Laboral","2018",5,"Maig","29","07","Matí","Col.lisió lateral","433925.28","4588192.74","2.206482","41.443236"
"2018S004142    ",2,"Eixample",9,"la Nova Esquerra de l'Eixample",349706,"Comte d'Urgell / Aragó                            ","0113 0113","Dimarts","Dm","Laboral","2018",5,"Maig","29","10","Matí","Col.lisió fronto-lateral","429418.93","4582028.43","2.155059","41.384771"
"2018S004143    ",5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany",101904,"Doctor Fleming / Santa Fe de Nou Mèxic            ","0016 0016","Dimarts","Dm","Laboral","2018",5,"Maig","29","10","Matí","Col.lisió lateral","427796.99","4583067.49","2.135158","41.393826"
"2018S004144    ",5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany",32700,"Balmes / Sant Eusebi                              ","0272 0272","Dimarts","Dm","Laboral","2018",5,"Maig","29","10","Matí","Xoc contra element estàtic","428893.65","4583812.18","2.148178","41.400759"
"2018S004145    ",7,"Horta-Guinardó",38,"la Teixonera",352507,"Vall d'Hebron                                     ","0088 0088","Dimarts","Dm","Laboral","2018",5,"Maig","29","11","Matí","Col.lisió lateral","428321.46","4586127.51","2.141103","41.421665"
"2018S004146    ",5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany",248403,"Prats de Molló / Modolell                         ","0008 0008","Dimarts","Dm","Laboral","2018",5,"Maig","29","11","Matí","Col.lisió fronto-lateral","427969.63","4583869.51","2.137378","41.401348"
"2018S004147    ",2,"Eixample",10,"Sant Antoni",127704,"Floridablanca                                     ","0077 0077","Dimarts","Dm","Laboral","2018",5,"Maig","29","13","Matí","Abast","429775.18","4581380.65","2.159049","41.37904"
"2018S004148    ",2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",363809,"Villarroel                                        ","0160X0160X","Dimarts","Dm","Laboral","2018",5,"Maig","29","13","Matí","Col.lisió fronto-lateral","429313.97","4582365.73","2.15362","41.387719"
"2018S004149    ",9,"Sant Andreu",60,"Sant Andreu",209900,"Meridiana / Santa Coloma                          ","0600 0602","Dimarts","Dm","Laboral","2018",5,"Maig","29","13","Matí","Abast","432185.43","4588512.71","2.186818","41.443914"
"2018S004150    ",2,"Eixample",7,"la Dreta de l'Eixample",169409,"Balmes / Corts Catalanes                          ","0606 0606","Dimarts","Dm","Laboral","2018",5,"Maig","29","14","Tarda","Col.lisió lateral","430347.90","4582275.11","2.165353","41.387244"
"2018S004151    ",9,"Sant Andreu",57,"la Trinitat Vella",34400,"Bàrcino                                           ","0005 0005","Dimarts","Dm","Laboral","2018",5,"Maig","29","15","Tarda","Col.lisió lateral","432780.05","4589639.80","2.194108","41.453618"
"2018S004152    ",2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",223606,"Muntaner / Londres                                ","0201 0211","Dimarts","Dm","Laboral","2018",5,"Maig","29","16","Tarda","Col.lisió lateral","429055.54","4582978.24","2.150548","41.393318"
"2018S004153    ",2,"Eixample",9,"la Nova Esquerra de l'Eixample",54509,"Calàbria                                          ","0182 0182","Dimarts","Dm","Laboral","2018",5,"Maig","29","16","Tarda","Caiguda interior vehicle","429088.14","4581831.78","2.15078","41.383043"
"2018S004154    ",2,"Eixample",7,"la Dreta de l'Eixample",169409,"Corts Catalanes / Roger de Llúria                 ","9997 9997","Dimarts","Dm","Laboral","2018",5,"Maig","29","16","Tarda","Col.lisió lateral","430794.78","4582760.74","2.170988","41.391485"
"2018S004155    ",7,"Horta-Guinardó",43,"Horta",701267,"Vall d'Hebron                                     ","001280000","Dimarts","Dm","Laboral","2018",5,"Maig","29","16","Tarda","Abast","429684.30","4588079.82","2.157448","41.439645"
"2018S004156    ",5,"Sarrià-Sant Gervasi",27,"el Putxet i el Farró",279600,"República Argentina                               ","0091 0095","Dimarts","Dm","Laboral","2018",5,"Maig","29","17","Tarda","Col.lisió lateral","428668.87","4584923.76","2.145614","41.410595"
"2018S004157    ",10,"Sant Martí",71,"Provençals del Poblenou",144601,"Marroc / Diagonal                                 ","0152 0152","Dimarts","Dm","Laboral","2018",5,"Maig","29","15","Tarda","Abast","433004.54","4584361.03","2.198352","41.40669"
"2018S004158    ",5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany",32700,"Balmes                                            ","0281 0281","Dimarts","Dm","Laboral","2018",5,"Maig","29","18","Tarda","Abast","428863.42","4583810.31","2.148222","41.400862"
"2018S004159    ",3,"Sants-Montjuïc",11,"el Poble-sec",700690,"Migdia                                            ","0156 0174","Dimarts","Dm","Laboral","2018",5,"Maig","29","14","Tarda","Xoc contra element estàtic","429233.40","4579241.85","2.159712","41.361377"
"2018S004160    ",2,"Eixample",7,"la Dreta de l'Eixample",176801,"Roger de Llúria                                   ","0043 0043","Dimarts","Dm","Laboral","2018",5,"Maig","29","20","Tarda","Abast","430639.27","4582891.04","2.169208","41.392718"
"2018S004160    ",2,"Eixample",7,"la Dreta de l'Eixample",176801,"Roger de Llúria                                   ","0043 0043","Dimarts","Dm","Laboral","2018",5,"Maig","29","20","Tarda","Caiguda (dues rodes)","430639.27","4582891.04","2.169208","41.392718"
"2018S004161    ",2,"Eixample",7,"la Dreta de l'Eixample",144601,"Diagonal / Pau Claris                             ","0371 0371","Dimarts","Dm","Laboral","2018",5,"Maig","29","18","Tarda","Col.lisió lateral","429996.73","4583348.62","2.161465","41.397016"
"2018S004162    ",4,"Les Corts",21,"Pedralbes",115400,"Esplugues                                         ","0086 0086","Dimarts","Dm","Laboral","2018",5,"Maig","29","17","Tarda","Abast multiple","425742.42","4582728.94","2.110256","41.390556"
"2018S004163    ",2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",349706,"Francesc Macià / Comte d'Urgell                   ","0261 0261","Dimarts","Dm","Laboral","2018",5,"Maig","29","20","Tarda","Atropellament","428613.81","4582850.08","2.144887","41.392454"
"2018S004164    ",7,"Horta-Guinardó",38,"la Teixonera",173600,"Coll i Alentorn / Basses d'Horta                  ","0008 0008","Dimarts","Dm","Laboral","2018",5,"Maig","29","19","Tarda","Xoc contra element estàtic","428677.96","4586397.53","2.144584","41.424916"
"2018S004165    ",2,"Eixample",7,"la Dreta de l'Eixample",100800,"Diputació                                         ","0258 0258","Dimarts","Dm","Laboral","2018",5,"Maig","29","20","Tarda","Col.lisió lateral","430504.29","4582667.91","2.167619","41.390697"
"2018S004166    ",3,"Sants-Montjuïc",17,"Sants - Badal",247808,"Sugranyes / Pavia                                 ","0062 0062","Dimecres","Dc","Laboral","2018",5,"Maig","30","03","Nit","Col.lisió fronto-lateral","427343.19","4580641.47","2.130007","41.372083"
"2018S004167    ",7,"Horta-Guinardó",35,"el Guinardó",152905,"Guinardó                                          ","0156 0156","Dimecres","Dc","Laboral","2018",5,"Maig","30","07","Matí","Atropellament","431283.45","4585783.04","2.176558","41.41897"
"2018S004168    ",2,"Eixample",6,"la Sagrada Família",178308,"Lepant / Mallorca                                 ","0269 0269","Dimecres","Dc","Laboral","2018",5,"Maig","30","08","Matí","Caiguda (dues rodes)","431246.25","4584201.64","2.176692","41.40444"
"2018S004168    ",2,"Eixample",6,"la Sagrada Família",178308,"Lepant / Mallorca                                 ","0269 0269","Dimecres","Dc","Laboral","2018",5,"Maig","30","08","Matí","Col.lisió lateral","431246.25","4584201.64","2.176692","41.40444"
"2018S004169    ",8,"Nou Barris",53,"la Trinitat Nova",291300,"S'Agaró                                           ","0026 0026","Dimecres","Dc","Laboral","2018",5,"Maig","30","08","Matí","Abast multiple","432251.48","4589209.12","2.187783","41.449761"
"2018S004170    ",5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany",344101,"Gràcia / Tuset                                    ","0073 0079","Dimecres","Dc","Laboral","2018",5,"Maig","30","08","Matí","Caiguda (dues rodes)","429110.88","4583386.73","2.150741","41.39683"
"2018S004171    ",5,"Sarrià-Sant Gervasi",23,"Sarrià",701267,"Dalt (Llobregat)                                  ","000670000","Dimecres","Dc","Laboral","2018",5,"Maig","30","09","Matí","Abast multiple","425957.43","4583635.47","2.113402","41.400291"
"2018S004172    ",2,"Eixample",7,"la Dreta de l'Eixample",169409,"Corts Catalanes / Catalunya                       ","9998 9998","Dimecres","Dc","Laboral","2018",5,"Maig","30","08","Matí","Caiguda (dues rodes)","430448.19","4582424.87","2.167024","41.388486"
"2018S004173    ",8,"Nou Barris",52,"la Prosperitat",701268,"Favència / Molí                                   ","001500000","Dimecres","Dc","Laboral","2018",5,"Maig","30","08","Matí","Caiguda (dues rodes)","431724.23","4588823.72","2.181398","41.446348"
"2018S004174    ",2,"Eixample",7,"la Dreta de l'Eixample",350308,"València / Roger de Llúria                        ","0283 0283","Dimecres","Dc","Laboral","2018",5,"Maig","30","09","Matí","Caiguda (dues rodes)","430374.46","4583132.29","2.166369","41.394987"
"2018S004174    ",2,"Eixample",7,"la Dreta de l'Eixample",350308,"València / Roger de Llúria                        ","0283 0283","Dimecres","Dc","Laboral","2018",5,"Maig","30","09","Matí","Bolcada (més de dues rodes)","430374.46","4583132.29","2.166369","41.394987"
"2018S004175    ",3,"Sants-Montjuïc",11,"el Poble-sec",207304,"Corts Catalanes                                   ","0001 0001","Dimecres","Dc","Laboral","2018",5,"Maig","30","11","Matí","Abast","428816.26","4580773.89","2.168285","41.389334"
"2018S004176    ",2,"Eixample",7,"la Dreta de l'Eixample",144601,"Diagonal                                          ","0373 0373","Dimecres","Dc","Laboral","2018",5,"Maig","30","10","Matí","Col.lisió lateral","429984.33","4583344.66","2.16147","41.396784"
"2018S004177    ",2,"Eixample",7,"la Dreta de l'Eixample",305100,"Sant Joan / Rosselló                              ","0130 0130","Dimecres","Dc","Laboral","2018",5,"Maig","30","11","Matí","Col.lisió lateral","430540.69","4583823.02","2.167502","41.400966"
"2018S004177    ",2,"Eixample",7,"la Dreta de l'Eixample",305100,"Sant Joan / Rosselló                              ","0130 0130","Dimecres","Dc","Laboral","2018",5,"Maig","30","11","Matí","Caiguda (dues rodes)","430540.69","4583823.02","2.167502","41.400966"
"2018S004178    ",2,"Eixample",7,"la Dreta de l'Eixample",144601,"Diagonal                                          ","0317 0317","Dimecres","Dc","Laboral","2018",5,"Maig","30","11","Matí","Abast","430833.10","4583616.65","2.171632","41.399319"
"2018S004179    ",2,"Eixample",7,"la Dreta de l'Eixample",169409,"Corts Catalanes / Catalunya                       ","0624 0624","Dimecres","Dc","Laboral","2018",5,"Maig","30","12","Matí","Col.lisió fronto-lateral","430445.33","4582379.73","2.167024","41.388486"
"2018S004180    ",2,"Eixample",9,"la Nova Esquerra de l'Eixample",110803,"Entença / València                                ","0123 0123","Dimarts","Dm","Laboral","2018",5,"Maig","29","20","Tarda","Col.lisió lateral","428888.02","4581622.94","2.148276","41.381372"
"2018S004181    ",5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany",318804,"Laforja / Santaló                                 ","0045 0045","Dimecres","Dc","Laboral","2018",5,"Maig","30","14","Tarda","Atropellament","428603.79","4583308.73","2.145013","41.396267"
"2018S004182    ",7,"Horta-Guinardó",43,"Horta",185700,"Llobregós / Estoril                               ","0018 0020","Dimecres","Dc","Laboral","2018",5,"Maig","30","13","Matí","Abast","430154.94","4586776.93","2.16291","41.427568"
"2018S004183    ",10,"Sant Martí",67,"la Vila Olímpica del Poblenou",62609,"Marina / Icària                                   ","0123 0123","Dimecres","Dc","Laboral","2018",5,"Maig","30","15","Tarda","Col.lisió fronto-lateral","432784.94","4582533.53","2.194517","41.389066"
"2018S004184    ",2,"Eixample",7,"la Dreta de l'Eixample",169409,"Corts Catalanes / Tetuan                          ","0702 0702","Dimecres","Dc","Laboral","2018",5,"Maig","30","15","Tarda","Col.lisió lateral","431072.71","4582993.80","2.174422","41.394038"
"2018S004185    ",1,"Ciutat Vella",3,"la Barceloneta",325107,"Trelawny                                          ","0006 0006","Dimecres","Dc","Laboral","2018",5,"Maig","30","17","Tarda","Abast","432767.37","4582084.15","2.194751","41.385632"
"2018S004186    ",10,"Sant Martí",65,"el Clot",169409,"C-31                                              ","0893X0893X","Dimecres","Dc","Laboral","2018",5,"Maig","30","14","Tarda","Abast","432688.48","4584674.99","2.188856","41.404701"
"2018S004187    ",7,"Horta-Guinardó",41,"la Vall d'Hebron",701268,"Dalt (Besòs)                                      ","001100000","Dimecres","Dc","Laboral","2018",5,"Maig","30","16","Tarda","Abast multiple","428564.96","4586831.81","2.143671","41.428098"
"2018S004188    ",10,"Sant Martí",65,"el Clot",209900,"València / Meridiana                              ","0154 0154","Dimecres","Dc","Laboral","2018",5,"Maig","30","18","Tarda","Col.lisió lateral","432160.97","4584829.92","2.186877","41.410354"
"2018S004189    ",10,"Sant Martí",71,"Provençals del Poblenou",322608,"Selva de Mar                                      ","0115 0115","Dimecres","Dc","Laboral","2018",5,"Maig","30","19","Tarda","Abast","433633.04","4584994.55","2.204968","41.412053"
"2018S004190    ",2,"Eixample",6,"la Sagrada Família",144601,"Diagonal / Sicília                                ","0330 0330","Dimecres","Dc","Laboral","2018",5,"Maig","30","19","Tarda","Abast","431130.86","4583767.88","2.175428","41.400076"
"2018S004191    ",5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany",246805,"Rector Ubach / Tavern                             ","0013 0013","Dimecres","Dc","Laboral","2018",5,"Maig","30","19","Tarda","Col.lisió fronto-lateral","428580.48","4583576.79","2.144532","41.398814"
"2018S004192    ",2,"Eixample",7,"la Dreta de l'Eixample",169409,"Corts Catalanes                                   ","0611 0611","Dimecres","Dc","Laboral","2018",5,"Maig","30","20","Tarda","Atropellament","430580.09","4582584.02","2.168536","41.389948"
"2018S004193    ",4,"Les Corts",20,"la Maternitat i Sant Ramon",701434,"Carles III                                        ","000180000","Dimecres","Dc","Laboral","2018",5,"Maig","30","21","Tarda","Col.lisió lateral","427216.56","4581653.31","2.127975","41.381151"
"2018S004195    ",5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova",80203,"Ciutat de Balaguer / General Mitre                ","0001 0001","Dimecres","Dc","Laboral","2018",5,"Maig","30","21","Tarda","Col.lisió fronto-lateral","427933.71","4583951.02","2.136971","41.401914"
"2018S004196    ",2,"Eixample",9,"la Nova Esquerra de l'Eixample",110803,"Entença / Roma                                    ","0142 0142","Dimecres","Dc","Laboral","2018",5,"Maig","30","22","Nit","Col.lisió lateral","428776.61","4581768.09","2.14719","41.38219"
"2018S004197    ",3,"Sants-Montjuïc",15,"Hostafrancs",308200,"Tarragona / Aragó                                 ","0024U0024U","Dijous","Dj","Laboral","2018",5,"Maig","31","00","Nit","Col.lisió fronto-lateral","428653.50","4581264.00","2.14591","41.377996"
"2018S004198    ",3,"Sants-Montjuïc",15,"Hostafrancs",89004,"Consell de Cent / Béjar                           ","0049B0049B","Dijous","Dj","Laboral","2018",5,"Maig","31","07","Matí","Caiguda (dues rodes)","428659.59","4581127.90","2.145951","41.376593"
"2018S004199    ",1,"Ciutat Vella",2,"el Barri Gòtic",177101,"Laietana                                          ","0013 0013","Dijous","Dj","Laboral","2018",5,"Maig","31","05","Nit","Col.lisió fronto-lateral","431502.77","4581817.61","2.179886","41.383231"
"2018S004200    ",2,"Eixample",7,"la Dreta de l'Eixample",144601,"Diagonal                                          ","0420 0420","Dijous","Dj","Laboral","2018",5,"Maig","31","07","Matí","Col.lisió lateral","430196.05","4583466.83","2.163841","41.397866"
"2018S004201    ",2,"Eixample",7,"la Dreta de l'Eixample",305100,"Sant Joan / Aragó                                 ","0073 0073","Dijous","Dj","Laboral","2018",5,"Maig","31","08","Matí","Abast","430833.39","4583435.49","2.172037","41.397542"
"2018S004202    ",1,"Ciutat Vella",3,"la Barceloneta",224904,"Joan Borbó Comte Barcelona                        ","0011 0011","Dijous","Dj","Laboral","2018",5,"Maig","31","08","Matí","Abast","432149.70","4581522.74","2.187491","41.380353"
"2018S004203    ",8,"Nou Barris",53,"la Trinitat Nova",120807,"Dalt (Besòs)                                      ","0377B0377B","Dijous","Dj","Laboral","2018",5,"Maig","31","07","Matí","Col.lisió lateral","432142.80","4588911.96","2.187422","41.447051"
"2018S004204    ",7,"Horta-Guinardó",43,"Horta",97807,"Dante Alighieri / Santa Joana d'Arc               ","0069 0069","Dijous","Dj","Laboral","2018",5,"Maig","31","10","Matí","Abast","429791.07","4586793.10","2.158687","41.427872"
"2018S004205    ",5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany",144601,"Diagonal                                          ","0622 0622","Dijous","Dj","Laboral","2018",5,"Maig","31","09","Matí","Col.lisió fronto-lateral","428197.14","4582836.43","2.140006","41.392012"
"2018S004206    ",8,"Nou Barris",52,"la Prosperitat",46602,"Borràs / Enric Casanovas                          ","0013 0013","Dijous","Dj","Laboral","2018",5,"Maig","31","11","Matí","Altres","431440.83","4588129.50","2.17839","41.439936"
